CID,Status,CAmt,Location
8367,Approved,1399,Lucknow
8368,Under Review,3080,NYC
8369,Approved,3384,Mumbai
8370,Under Review,4521,Delhi
8371,Under Review,3996,Delhi
8372,Declined,2478,Ayodhya
8373,Under Review,2595,Delhi
8374,Under Review,2395,Delhi
8375,Declined,1837,NYC
8376,Declined,1051,Lucknow
8377,Under Review,3811,Delhi
8378,Approved,2582,Lucknow
8379,Declined,2879,Mumbai
8380,Declined,2252,Mumbai
8381,Under Review,2793,Pune
8382,Under Review,4418,NYC
8383,Approved,1018,Mumbai
8384,Declined,4964,Delhi
8385,Under Review,2242,Pune
8386,Under Review,3446,Mumbai
8387,Declined,1612,Ayodhya
8388,Approved,3898,Ayodhya
8389,Under Review,4698,Pune
8390,Declined,1430,Lucknow
8391,Declined,4122,Delhi
8392,Approved,2665,Lucknow
8393,Under Review,3512,Lucknow
8394,Approved,1697,Lucknow
8395,Declined,2160,Delhi
8396,Under Review,1202,Mumbai
8397,Declined,1890,Mumbai
8398,Declined,3098,Delhi
8399,Approved,4769,Mumbai
8400,Approved,3919,Mumbai
8401,Under Review,4111,NYC
8402,Approved,1289,NYC
8403,Declined,1680,Ayodhya
8404,Approved,1506,Mumbai
8405,Under Review,2652,Ayodhya
8406,Under Review,4255,NYC
8407,Declined,4407,Mumbai
8408,Approved,3934,Lucknow
8409,Approved,4734,Ayodhya
8410,Approved,1304,Lucknow
8411,Declined,4240,Lucknow
8412,Under Review,3115,Ayodhya
8413,Under Review,2708,Pune
8414,Under Review,4436,Ayodhya
8415,Approved,3590,Delhi
8416,Declined,3461,Mumbai
8417,Under Review,4026,Mumbai
8418,Approved,4300,Pune
8419,Declined,2507,Lucknow
8420,Approved,1201,NYC
8421,Under Review,4977,Pune
8422,Declined,1146,NYC
8423,Declined,4335,Ayodhya
8424,Declined,3186,Ayodhya
8425,Declined,1761,NYC
8426,Under Review,4651,Delhi
8427,Declined,4817,Lucknow
8428,Approved,4572,Delhi
8429,Declined,1663,Pune
8430,Declined,4948,Lucknow
8431,Approved,2264,Lucknow
8432,Under Review,4595,NYC
8433,Approved,3244,Pune
8434,Declined,4170,NYC
8435,Under Review,3194,Delhi
8436,Approved,1936,Pune
8437,Declined,2168,Delhi
8438,Approved,2536,Delhi
8439,Approved,1256,Ayodhya
8440,Under Review,3657,Mumbai
8441,Under Review,4702,Lucknow
8442,Approved,3575,NYC
8443,Under Review,1318,Pune
8444,Approved,3315,NYC
8445,Under Review,2896,Lucknow
8446,Declined,3483,Lucknow
8447,Under Review,1735,Ayodhya
8448,Declined,2328,Delhi
8449,Declined,1236,Ayodhya
8450,Under Review,1049,Mumbai
8451,Under Review,1524,Ayodhya
8452,Declined,3646,Ayodhya
8453,Under Review,2559,Pune
8454,Under Review,2708,Delhi
8455,Approved,4577,Lucknow
8456,Under Review,1203,Delhi
8457,Declined,3591,NYC
8458,Declined,4756,Pune
8459,Declined,4913,Mumbai
8460,Declined,4899,Delhi
8461,Declined,3611,Delhi
8462,Approved,3230,Ayodhya
8463,Declined,4335,Mumbai
8464,Approved,1023,Ayodhya
8465,Under Review,4632,Pune
8466,Declined,1033,Mumbai
8467,Under Review,2896,Ayodhya
8468,Under Review,3871,Lucknow
8469,Under Review,4961,NYC
8470,Under Review,1569,Ayodhya
8471,Approved,1234,NYC
8472,Under Review,3842,NYC
8473,Approved,2482,NYC
8474,Declined,4289,Mumbai
8475,Declined,1774,NYC
8476,Declined,2081,NYC
8477,Declined,2834,NYC
8478,Under Review,3532,Ayodhya
8479,Under Review,3421,Ayodhya
8480,Declined,3948,NYC
8481,Approved,2079,Ayodhya
8482,Under Review,2954,Lucknow
8483,Approved,1850,Lucknow
8484,Approved,2117,NYC
8485,Under Review,3008,Lucknow
8486,Declined,3680,Ayodhya
8487,Under Review,4141,Delhi
8488,Under Review,2429,Ayodhya
8489,Declined,4096,Ayodhya
8490,Declined,1344,Ayodhya
8491,Approved,2088,Ayodhya
8492,Approved,2567,Ayodhya
8493,Under Review,1786,Pune
8494,Under Review,2217,Ayodhya
8495,Under Review,2702,Delhi
8496,Declined,4184,Ayodhya
8497,Declined,1327,Ayodhya
8498,Under Review,3157,Delhi
8499,Declined,2916,Pune
8500,Under Review,3405,NYC
8501,Under Review,3534,Delhi
8502,Approved,3562,Ayodhya
8503,Declined,4159,Pune
8504,Under Review,3634,Delhi
8505,Declined,2458,Pune
8506,Under Review,2280,Lucknow
8507,Under Review,4685,Lucknow
8508,Approved,3510,Delhi
8509,Declined,2623,Lucknow
8510,Declined,4974,Pune
8511,Under Review,1791,Pune
8512,Approved,1552,Delhi
8513,Under Review,3918,Mumbai
8514,Declined,3300,Ayodhya
8515,Approved,2900,NYC
8516,Under Review,3937,Lucknow
8517,Under Review,3352,Delhi
8518,Approved,1722,Mumbai
8519,Declined,3260,Ayodhya
8520,Approved,1485,NYC
8521,Approved,1407,Delhi
8522,Approved,4487,Ayodhya
8523,Declined,4416,NYC
8524,Approved,2735,Delhi
8525,Approved,3354,Pune
8526,Approved,3959,Pune
8527,Under Review,2529,NYC
8528,Under Review,4127,Mumbai
8529,Under Review,2882,Lucknow
8530,Under Review,2737,Lucknow
8531,Declined,2946,Delhi
8532,Approved,4955,Delhi
8533,Under Review,1204,Pune
8534,Approved,1183,NYC
8535,Under Review,3317,Pune
8536,Declined,2751,Pune
8537,Declined,3078,Ayodhya
8538,Under Review,1719,NYC
8539,Approved,4251,NYC
8540,Under Review,3086,NYC
8541,Approved,2947,Mumbai
8542,Declined,2066,Pune
8543,Declined,2293,Ayodhya
8544,Under Review,1454,Ayodhya
8545,Under Review,3409,Mumbai
8546,Under Review,1041,Lucknow
8547,Declined,3200,Pune
8548,Declined,3185,Delhi
8549,Approved,4976,Lucknow
8550,Declined,2585,Lucknow
8551,Approved,3087,Lucknow
8552,Approved,3924,Delhi
8553,Declined,1360,NYC
8554,Under Review,4189,Mumbai
8555,Declined,3524,Lucknow
8556,Approved,4230,Ayodhya
8557,Declined,1355,NYC
8558,Approved,1806,NYC
8559,Under Review,1007,Lucknow
8560,Under Review,4599,Mumbai
8561,Under Review,3581,Delhi
8562,Declined,4476,Pune
8563,Approved,1700,Mumbai
8564,Declined,2315,Pune
8565,Approved,3787,Ayodhya
8566,Approved,3849,Lucknow
8567,Declined,1203,Lucknow
8568,Under Review,1064,Delhi
8569,Under Review,2831,Ayodhya
8570,Declined,3045,Pune
8571,Under Review,4177,Lucknow
8572,Under Review,3346,Lucknow
8573,Declined,1183,Lucknow
8574,Under Review,3409,Delhi
8575,Declined,3013,Mumbai
8576,Declined,2183,Delhi
8577,Under Review,1873,Ayodhya
8578,Declined,2550,Delhi
8579,Declined,3935,NYC
8580,Under Review,2460,Mumbai
8581,Declined,2589,Delhi
8582,Declined,2473,NYC
8583,Approved,3198,Ayodhya
8584,Under Review,4764,Mumbai
8585,Declined,2040,Ayodhya
8586,Under Review,3596,Mumbai
8587,Approved,3934,NYC
8588,Approved,3967,Ayodhya
8589,Approved,2681,Pune
8590,Approved,4727,Pune
8591,Under Review,4978,Delhi
8592,Under Review,2472,Mumbai
8593,Declined,2651,Ayodhya
8594,Under Review,1427,NYC
8595,Declined,3285,Mumbai
8596,Under Review,1088,Delhi
8597,Approved,2720,Pune
8598,Approved,3773,Mumbai
8599,Declined,2442,Lucknow
8600,Declined,1099,Mumbai
8601,Declined,2732,NYC
8602,Under Review,4952,Delhi
8603,Declined,4304,Lucknow
8604,Under Review,2493,NYC
8605,Approved,3349,Mumbai
8606,Declined,3086,NYC
8607,Declined,3507,Ayodhya
8608,Approved,2825,Pune
8609,Declined,2777,NYC
8610,Declined,4946,Ayodhya
8611,Declined,1503,Ayodhya
8612,Declined,4478,Pune
8613,Approved,2733,Ayodhya
8614,Under Review,3419,Delhi
8615,Declined,2449,Delhi
8616,Approved,2162,NYC
8617,Declined,3910,Delhi
8618,Under Review,1620,NYC
8619,Approved,3024,Lucknow
8620,Declined,4721,Lucknow
8621,Declined,1992,Mumbai
8622,Approved,2572,Delhi
8623,Approved,3212,Mumbai
8624,Declined,3740,Ayodhya
8625,Declined,4133,Ayodhya
8626,Under Review,3309,Mumbai
8627,Under Review,2576,NYC
8628,Declined,3884,Mumbai
8629,Approved,2918,Delhi
8630,Declined,1464,Lucknow
8631,Approved,2715,Lucknow
8632,Approved,3860,Ayodhya
8633,Declined,3901,Pune
8634,Under Review,1579,Mumbai
8635,Declined,1077,Delhi
8636,Under Review,4793,Lucknow
8637,Approved,3503,Lucknow
8638,Declined,3977,Mumbai
8639,Approved,3064,Lucknow
8640,Under Review,2739,Pune
8641,Approved,1490,Mumbai
8642,Under Review,1599,Lucknow
8643,Approved,4454,Mumbai
8644,Under Review,3915,Lucknow
8645,Under Review,1165,Pune
8646,Approved,3604,Pune
8647,Under Review,3581,Delhi
8648,Approved,4107,Lucknow
8649,Declined,2822,Delhi
8650,Approved,2245,NYC
8651,Approved,3023,Delhi
8652,Under Review,1382,Lucknow
8653,Under Review,3540,Mumbai
8654,Under Review,2398,NYC
8655,Under Review,3623,Mumbai
8656,Under Review,2227,Delhi
8657,Approved,2189,Pune
8658,Approved,3399,Mumbai
8659,Under Review,3744,Delhi
8660,Under Review,1989,Delhi
8661,Approved,3933,Pune
8662,Approved,1480,NYC
8663,Under Review,3421,Lucknow
8664,Approved,3050,Lucknow
8665,Under Review,2774,Pune
8666,Declined,1461,Delhi
8667,Declined,1684,Lucknow
8668,Declined,4125,NYC
8669,Approved,2705,Lucknow
8670,Approved,3788,Pune
8671,Under Review,2733,NYC
8672,Declined,4986,Lucknow
8673,Under Review,2137,Pune
8674,Approved,4954,Mumbai
8675,Approved,4697,Delhi
8676,Approved,4192,Pune
8677,Declined,3138,Lucknow
8678,Declined,4681,Mumbai
8679,Approved,3466,Mumbai
8680,Declined,4639,Ayodhya
8681,Declined,2012,Mumbai
8682,Declined,4131,Pune
8683,Under Review,4176,NYC
8684,Approved,1678,Pune
8685,Declined,2576,Ayodhya
8686,Approved,3567,Mumbai
8687,Declined,2769,Lucknow
8688,Declined,3375,Lucknow
8689,Approved,1981,NYC
8690,Approved,3437,Pune
8691,Approved,3951,Ayodhya
8692,Under Review,4474,Pune
8693,Declined,3010,Mumbai
8694,Declined,1612,Mumbai
8695,Declined,2654,Lucknow
8696,Approved,1829,Pune
8697,Approved,3767,Pune
8698,Declined,2431,Delhi
8699,Declined,1647,Mumbai
8700,Under Review,1086,NYC
8701,Declined,4416,Lucknow
8702,Approved,2551,Lucknow
8703,Under Review,2766,Pune
8704,Declined,1587,Mumbai
8705,Declined,4608,Ayodhya
8706,Under Review,1341,NYC
8707,Approved,1671,NYC
8708,Declined,1132,Delhi
8709,Declined,2016,Mumbai
8710,Approved,4009,NYC
8711,Declined,4356,Delhi
8712,Under Review,3061,Mumbai
8713,Under Review,2415,NYC
8714,Declined,1083,Lucknow
8715,Under Review,3355,Ayodhya
8716,Approved,4564,Ayodhya
8717,Declined,2730,NYC
8718,Declined,2472,Pune
8719,Approved,4621,NYC
8720,Approved,2662,Pune
8721,Declined,2837,Delhi
8722,Declined,4655,Mumbai
8723,Under Review,2743,Pune
8724,Declined,4381,Delhi
8725,Declined,3934,Pune
8726,Declined,3942,Mumbai
8727,Declined,4246,Pune
8728,Declined,3556,NYC
8729,Under Review,3917,Ayodhya
8730,Approved,1789,Lucknow
8731,Under Review,1278,Lucknow
8732,Approved,4363,Ayodhya
8733,Under Review,2210,Ayodhya
8734,Approved,3817,NYC
8735,Declined,1769,NYC
8736,Approved,1642,Ayodhya
8737,Approved,1843,Lucknow
8738,Declined,1350,Lucknow
8739,Declined,3650,NYC
8740,Declined,1328,Mumbai
8741,Approved,3281,Delhi
8742,Approved,2601,Ayodhya
8743,Under Review,2246,Mumbai
8744,Under Review,2450,Ayodhya
8745,Under Review,1168,Mumbai
8746,Under Review,3379,Mumbai
8747,Approved,2975,Delhi
8748,Under Review,1681,Mumbai
8749,Under Review,2784,NYC
8750,Under Review,3576,Ayodhya
8751,Approved,4276,Lucknow
8752,Declined,2139,Mumbai
8753,Declined,3500,Pune
8754,Approved,4844,Pune
8755,Declined,2577,Delhi
8756,Declined,2987,Mumbai
8757,Declined,1057,Mumbai
8758,Under Review,2869,Lucknow
8759,Approved,3863,Pune
8760,Approved,4089,Pune
8761,Under Review,4260,NYC
8762,Under Review,1152,NYC
8763,Declined,3628,Lucknow
8764,Declined,3170,NYC
8765,Declined,1276,NYC
8766,Approved,4609,Lucknow
8767,Under Review,1007,Delhi
8768,Under Review,4602,Lucknow
8769,Declined,3440,Mumbai
8770,Under Review,4891,Lucknow
8771,Under Review,4278,Delhi
8772,Declined,3940,Mumbai
8773,Declined,2675,Pune
8774,Under Review,1597,Mumbai
8775,Under Review,2295,Lucknow
8776,Under Review,1249,Delhi
8777,Declined,3758,Pune
8778,Under Review,1694,Pune
8779,Approved,3620,Pune
8780,Approved,1748,Lucknow
8781,Under Review,1267,Ayodhya
8782,Declined,3910,Pune
8783,Approved,1423,Mumbai
8784,Declined,4050,Mumbai
8785,Under Review,2021,Pune
8786,Declined,2875,Ayodhya
8787,Under Review,2772,Mumbai
8788,Under Review,1872,Mumbai
8789,Declined,4337,Lucknow
8790,Under Review,2099,NYC
8791,Approved,1427,Pune
8792,Under Review,2610,Ayodhya
8793,Declined,4071,Ayodhya
8794,Declined,1444,Pune
8795,Under Review,2339,Delhi
8796,Approved,4438,Delhi
8797,Declined,1548,Lucknow
8798,Declined,4919,Delhi
8799,Approved,3922,NYC
8800,Under Review,1658,Mumbai
8801,Approved,3085,NYC
8802,Under Review,4691,Pune
8803,Approved,2458,Ayodhya
8804,Under Review,1290,Mumbai
8805,Declined,3627,Lucknow
8806,Under Review,2412,Pune
8807,Approved,1360,Pune
8808,Approved,1523,NYC
8809,Declined,1508,Pune
8810,Declined,4629,Delhi
8811,Approved,1413,Mumbai
8812,Approved,1711,Lucknow
8813,Declined,1306,Lucknow
8814,Declined,2957,Pune
8815,Approved,3139,Pune
8816,Declined,2747,Pune
8817,Approved,3188,NYC
8818,Under Review,2126,Mumbai
8819,Approved,2713,NYC
8820,Approved,1428,Pune
8821,Approved,3187,Mumbai
8822,Declined,1702,NYC
8823,Approved,4324,Delhi
8824,Under Review,1316,Delhi
8825,Approved,2282,Lucknow
8826,Under Review,3895,Ayodhya
8827,Approved,4548,NYC
8828,Under Review,3607,Mumbai
8829,Declined,1138,Pune
8830,Under Review,3446,Ayodhya
8831,Under Review,3874,Mumbai
8832,Declined,1365,Pune
8833,Under Review,1121,Lucknow
8834,Approved,2623,NYC
8835,Approved,4346,Mumbai
8836,Approved,4404,Lucknow
8837,Declined,2403,Mumbai
8838,Approved,1662,Ayodhya
8839,Declined,2043,Ayodhya
8840,Approved,3891,NYC
8841,Approved,1598,Pune
8842,Approved,1815,Mumbai
8843,Under Review,3928,Delhi
8844,Under Review,4772,Ayodhya
8845,Declined,4420,Mumbai
8846,Under Review,1286,Pune
8847,Approved,2369,NYC
8848,Under Review,3367,Lucknow
8849,Declined,1551,NYC
8850,Approved,2161,Mumbai
8851,Declined,1140,Delhi
8852,Under Review,3431,Lucknow
8853,Approved,4253,Mumbai
8854,Under Review,3189,Lucknow
8855,Approved,4918,Delhi
8856,Declined,2263,Mumbai
8857,Under Review,2171,Ayodhya
8858,Approved,4673,Delhi
8859,Declined,2467,Delhi
8860,Approved,2871,Ayodhya
8861,Approved,1171,Ayodhya
8862,Declined,2515,Ayodhya
8863,Approved,2012,Delhi
8864,Under Review,3631,Ayodhya
8865,Approved,3578,Pune
8866,Approved,3407,Mumbai
8867,Approved,3821,Ayodhya
8868,Under Review,2219,Pune
8869,Under Review,1556,NYC
8870,Under Review,2914,Delhi
8871,Approved,1931,Ayodhya
8872,Declined,2794,Pune
8873,Approved,3404,Delhi
8874,Under Review,1472,NYC
8875,Approved,4656,Ayodhya
8876,Under Review,3466,Pune
8877,Under Review,2076,Mumbai
8878,Under Review,3433,NYC
8879,Declined,2177,Mumbai
8880,Approved,4166,Pune
8881,Approved,1193,Mumbai
8882,Approved,1518,Lucknow
8883,Under Review,2431,Mumbai
8884,Declined,2828,Delhi
8885,Under Review,1436,NYC
8886,Declined,3270,NYC
8887,Approved,3434,Pune
8888,Under Review,1619,Pune
8889,Approved,4817,Delhi
8890,Under Review,1436,Mumbai
8891,Approved,4988,Delhi
8892,Declined,3250,Pune
8893,Approved,2788,Ayodhya
8894,Under Review,2617,Delhi
8895,Declined,3155,Pune
8896,Declined,1241,Ayodhya
8897,Under Review,1106,Ayodhya
8898,Under Review,2440,Mumbai
8899,Declined,3092,Delhi
8900,Under Review,2560,Lucknow
8901,Declined,2703,Lucknow
8902,Approved,2252,Pune
8903,Approved,3170,Mumbai
8904,Under Review,3450,Ayodhya
8905,Declined,1466,Delhi
8906,Approved,1179,Lucknow
8907,Under Review,1329,Ayodhya
8908,Under Review,4919,Delhi
8909,Approved,2700,Pune
8910,Declined,3383,Pune
8911,Under Review,2394,Delhi
8912,Declined,3756,Mumbai
8913,Under Review,4830,Mumbai
8914,Under Review,3441,Delhi
8915,Under Review,1005,NYC
8916,Declined,2026,Lucknow
8917,Declined,4652,Ayodhya
8918,Approved,2146,Lucknow
8919,Declined,3117,Ayodhya
8920,Approved,2103,NYC
8921,Approved,3438,NYC
8922,Declined,4711,Delhi
8923,Under Review,3847,Ayodhya
8924,Approved,1139,Ayodhya
8925,Approved,4381,NYC
8926,Declined,2024,Lucknow
8927,Approved,1633,Delhi
8928,Declined,3387,Mumbai
8929,Under Review,4387,NYC
8930,Under Review,3777,Pune
8931,Under Review,4942,Lucknow
8932,Declined,3766,Lucknow
8933,Approved,2007,Delhi
8934,Declined,1425,Pune
8935,Approved,3185,Mumbai
8936,Declined,4952,Lucknow
8937,Under Review,3087,Delhi
8938,Approved,4721,Ayodhya
8939,Declined,2297,Mumbai
8940,Approved,3017,Lucknow
8941,Declined,4797,Mumbai
8942,Declined,1255,Pune
8943,Under Review,4466,NYC
8944,Under Review,3328,Delhi
8945,Under Review,3119,Pune
8946,Under Review,3520,NYC
8947,Declined,1423,Ayodhya
8948,Under Review,3052,NYC
8949,Under Review,4374,Lucknow
8950,Declined,1168,Ayodhya
8951,Approved,3954,NYC
8952,Declined,3935,Ayodhya
8953,Under Review,3297,Pune
8954,Approved,4862,Mumbai
8955,Under Review,2475,Lucknow
8956,Declined,3570,Lucknow
8957,Approved,4700,NYC
8958,Under Review,1968,Delhi
8959,Declined,4863,Lucknow
8960,Approved,1762,Pune
8961,Under Review,4076,Delhi
8962,Declined,4400,Pune
8963,Under Review,2293,Delhi
8964,Under Review,4196,Delhi
8965,Approved,1811,Delhi
8966,Under Review,2043,Lucknow
8967,Under Review,4552,Mumbai
8968,Declined,3549,Ayodhya
8969,Approved,2913,Delhi
8970,Under Review,4739,Delhi
8971,Under Review,1749,Pune
8972,Approved,4311,Lucknow
8973,Under Review,4324,Mumbai
8974,Under Review,1277,Lucknow
8975,Approved,4606,Mumbai
8976,Under Review,1457,Delhi
8977,Declined,4237,Lucknow
8978,Approved,4101,Lucknow
8979,Declined,2048,Ayodhya
8980,Declined,1645,Delhi
8981,Approved,4554,Pune
8982,Declined,3899,Pune
8983,Declined,2724,Delhi
8984,Approved,3845,Ayodhya
8985,Approved,1495,Lucknow
8986,Approved,4178,NYC
8987,Approved,1550,Lucknow
8988,Approved,2840,NYC
8989,Declined,2762,Pune
8990,Declined,4007,NYC
8991,Under Review,1462,Delhi
8992,Approved,1806,Lucknow
8993,Approved,4764,Mumbai
8994,Under Review,3177,Delhi
8995,Declined,4375,Delhi
8996,Declined,1298,Delhi
8997,Declined,4400,Pune
8998,Declined,2789,Ayodhya
8999,Under Review,3915,Lucknow
9000,Declined,4668,Pune
9001,Under Review,3624,Delhi
9002,Under Review,2119,Mumbai
9003,Declined,3007,Lucknow
9004,Under Review,1834,NYC
9005,Declined,4972,Lucknow
9006,Under Review,3440,Lucknow
9007,Under Review,2534,Lucknow
9008,Under Review,3320,Delhi
9009,Approved,4841,NYC
9010,Under Review,2766,Ayodhya
9011,Approved,2041,Ayodhya
9012,Declined,1806,Lucknow
9013,Declined,2769,Mumbai
9014,Under Review,2448,Delhi
9015,Declined,4520,Lucknow
9016,Under Review,2604,Delhi
9017,Approved,4298,Pune
9018,Approved,2731,Lucknow
9019,Under Review,3777,Pune
9020,Declined,3841,Pune
9021,Under Review,4531,Lucknow
9022,Approved,1774,Mumbai
9023,Declined,3132,Lucknow
9024,Under Review,3361,Ayodhya
9025,Approved,3978,NYC
9026,Under Review,1812,Lucknow
9027,Under Review,3259,NYC
9028,Under Review,1067,Ayodhya
9029,Declined,1449,Delhi
9030,Declined,3876,Ayodhya
9031,Under Review,3003,Lucknow
9032,Declined,1963,Lucknow
9033,Declined,1676,Lucknow
9034,Declined,2630,Pune
9035,Approved,3085,Ayodhya
9036,Declined,2726,Pune
9037,Approved,1938,Ayodhya
9038,Approved,3727,Ayodhya
9039,Declined,4657,Delhi
9040,Approved,1190,Ayodhya
9041,Approved,4531,Ayodhya
9042,Under Review,3952,Mumbai
9043,Approved,1785,Mumbai
9044,Declined,2368,Delhi
9045,Approved,2763,Mumbai
9046,Declined,3383,Delhi
9047,Approved,4513,Mumbai
9048,Under Review,2032,Pune
9049,Declined,4276,NYC
9050,Declined,1122,Lucknow
9051,Approved,2093,Pune
9052,Approved,1023,NYC
9053,Under Review,1090,NYC
9054,Approved,3938,NYC
9055,Under Review,2038,Lucknow
9056,Under Review,3074,NYC
9057,Under Review,3493,Lucknow
9058,Declined,1299,NYC
9059,Under Review,3195,Delhi
9060,Approved,1253,Ayodhya
9061,Declined,4448,Delhi
9062,Declined,1980,Ayodhya
9063,Under Review,2181,Ayodhya
9064,Declined,2158,NYC
9065,Approved,1971,Delhi
9066,Approved,1160,Lucknow
9067,Under Review,3045,Delhi
9068,Under Review,4659,Mumbai
9069,Declined,1727,Lucknow
9070,Declined,2816,Lucknow
9071,Approved,1177,Ayodhya
9072,Approved,3204,Pune
9073,Declined,2621,Ayodhya
9074,Declined,2384,NYC
9075,Approved,3446,Delhi
9076,Declined,1473,Mumbai
9077,Under Review,2439,Pune
9078,Declined,3400,Delhi
9079,Approved,1487,NYC
9080,Under Review,1926,Delhi
9081,Declined,2840,Delhi
9082,Under Review,2854,Pune
9083,Approved,4300,NYC
9084,Declined,1953,Delhi
9085,Approved,2972,Pune
9086,Under Review,1037,Delhi
9087,Under Review,2180,NYC
9088,Under Review,1306,Delhi
9089,Declined,2892,NYC
9090,Declined,2144,Delhi
9091,Declined,2814,Mumbai
9092,Under Review,1071,NYC
9093,Under Review,3319,Lucknow
9094,Approved,2026,Mumbai
9095,Under Review,3497,Lucknow
9096,Declined,1003,NYC
9097,Approved,2261,Delhi
9098,Approved,4121,Ayodhya
9099,Approved,4094,NYC
9100,Declined,2381,NYC
9101,Declined,3592,NYC
9102,Declined,2875,NYC
9103,Approved,4806,Delhi
9104,Declined,4746,Mumbai
9105,Approved,1554,Ayodhya
9106,Approved,3402,Lucknow
9107,Approved,1303,Pune
9108,Declined,2283,Delhi
9109,Under Review,3821,Delhi
9110,Under Review,2174,Ayodhya
9111,Approved,3789,NYC
9112,Approved,4157,Delhi
9113,Approved,4578,Mumbai
9114,Under Review,2618,Delhi
9115,Approved,3509,Delhi
9116,Approved,4238,Ayodhya
9117,Declined,1120,Ayodhya
9118,Declined,1756,Lucknow
9119,Declined,2807,Ayodhya
9120,Approved,3326,Pune
9121,Under Review,1827,Ayodhya
9122,Declined,3950,Ayodhya
9123,Approved,1646,Delhi
9124,Declined,3267,Ayodhya
9125,Under Review,2584,Ayodhya
9126,Declined,1104,Ayodhya
9127,Under Review,1412,Ayodhya
9128,Approved,1489,Mumbai
9129,Under Review,4986,Mumbai
9130,Declined,2296,Ayodhya
9131,Declined,2050,Ayodhya
9132,Approved,3420,Lucknow
9133,Under Review,1442,Lucknow
9134,Approved,4369,Delhi
9135,Declined,4227,Delhi
9136,Under Review,1299,Mumbai
9137,Approved,1420,Lucknow
9138,Under Review,4762,Pune
9139,Under Review,1162,Ayodhya
9140,Declined,1742,Delhi
9141,Declined,3075,Ayodhya
9142,Declined,3963,Lucknow
9143,Under Review,3131,Ayodhya
9144,Approved,3140,Lucknow
9145,Approved,3318,Delhi
9146,Under Review,4979,Lucknow
9147,Declined,1795,NYC
9148,Under Review,3620,Ayodhya
9149,Declined,2901,Lucknow
9150,Under Review,2145,Lucknow
9151,Under Review,3769,Pune
9152,Declined,2051,Mumbai
9153,Under Review,2589,NYC
9154,Declined,4443,Ayodhya
9155,Declined,2843,Mumbai
9156,Declined,4846,Pune
9157,Declined,4637,NYC
9158,Approved,3022,Ayodhya
9159,Under Review,2800,Mumbai
9160,Declined,1337,Delhi
9161,Declined,2379,Lucknow
9162,Under Review,3253,Lucknow
9163,Declined,3196,Mumbai
9164,Approved,3112,Ayodhya
9165,Declined,1275,NYC
9166,Under Review,2674,Delhi
9167,Approved,3657,Ayodhya
9168,Approved,4214,Ayodhya
9169,Under Review,3754,Mumbai
9170,Under Review,4620,NYC
9171,Declined,2995,Lucknow
9172,Declined,3023,Mumbai
9173,Declined,1586,Pune
9174,Declined,4371,Pune
9175,Declined,3653,Lucknow
9176,Declined,1038,Delhi
9177,Under Review,3774,Pune
9178,Approved,2120,Ayodhya
9179,Declined,1656,Pune
9180,Declined,4423,NYC
9181,Under Review,1529,Ayodhya
9182,Declined,1304,Ayodhya
9183,Under Review,3057,Ayodhya
9184,Under Review,4472,Delhi
9185,Declined,3532,Lucknow
9186,Under Review,4545,Mumbai
9187,Under Review,1788,Pune
9188,Under Review,1983,Pune
9189,Under Review,2659,Ayodhya
9190,Declined,3973,Pune
9191,Under Review,1567,NYC
9192,Under Review,3651,Pune
9193,Under Review,3558,Pune
9194,Approved,4497,Lucknow
9195,Declined,1138,Pune
9196,Declined,4080,Pune
9197,Declined,4283,Lucknow
9198,Declined,3693,NYC
9199,Approved,3360,NYC
9200,Under Review,1584,Mumbai
9201,Declined,3536,Pune
9202,Approved,1038,Pune
9203,Declined,2332,Lucknow
9204,Declined,3362,Delhi
9205,Declined,3272,Mumbai
9206,Declined,2138,Lucknow
9207,Declined,4552,Ayodhya
9208,Declined,1092,Lucknow
9209,Approved,1997,NYC
9210,Declined,3947,Ayodhya
9211,Approved,1859,Pune
9212,Approved,3448,Delhi
9213,Under Review,1635,Mumbai
9214,Approved,1213,Ayodhya
9215,Approved,2780,Lucknow
9216,Declined,2775,Lucknow
9217,Under Review,1960,Ayodhya
9218,Declined,2682,Mumbai
9219,Approved,3387,Pune
9220,Declined,2694,Delhi
9221,Declined,3979,Lucknow
9222,Approved,1430,Pune
9223,Approved,1634,NYC
9224,Under Review,4673,Mumbai
9225,Under Review,1437,Ayodhya
9226,Under Review,1682,Pune
9227,Declined,4946,Ayodhya
9228,Approved,3129,Lucknow
9229,Declined,1861,NYC
9230,Under Review,3922,NYC
9231,Approved,1558,Mumbai
9232,Approved,4565,Delhi
9233,Declined,2729,Delhi
9234,Under Review,2982,Delhi
9235,Approved,1458,NYC
9236,Under Review,4695,NYC
9237,Approved,3643,Ayodhya
9238,Approved,3585,Mumbai
9239,Approved,3842,Pune
9240,Approved,3480,Mumbai
9241,Under Review,3052,Ayodhya
9242,Declined,1771,Lucknow
9243,Approved,1349,Lucknow
9244,Declined,4178,Delhi
9245,Under Review,3371,Lucknow
9246,Declined,4399,Ayodhya
9247,Declined,1560,Delhi
9248,Under Review,2844,NYC
9249,Declined,2989,Lucknow
9250,Approved,1655,Lucknow
9251,Declined,1128,Lucknow
9252,Approved,3196,Mumbai
9253,Under Review,3234,Lucknow
9254,Approved,3949,NYC
9255,Approved,1504,Lucknow
9256,Declined,3531,Delhi
